STATE,NAME,row,functioning_counties,functioning_mcds,functioning_places,functioning_aianas,county_equivalents,census_county_divisions,nonfunctioning_cdps_incorporated_places,nonfunctioning_aianas,census_tracts,block_groups,blocks,all_counties,all_county_divisions,all_places,all_aianas
16,Idaho,1st Decile (>0) Median Population,1825.5,,80.5,,,296,32,,1679,647.5,2,1825.5,296,47,
16,Idaho,1st Decile (>0) Highest Population,3533,,131,,,385,42,,2141,764,3,3533,385,98,
16,Idaho,2nd Decile Highest Population,6372,,233,92,,802,73,,2726,904,7,6372,802,192,92
16,Idaho,3rd Decile Highest Population,7974,,358,,,1490,138,,3114,1048,10,7974,1490,308,
16,Idaho,4th Decile Highest Population,11746,,511,311,,2126,170,,3478,1187,14,11746,2126,441,311
16,Idaho,5th Decile Highest Population,13388,,763,5977,,2709,291,,3828,1325,20,13388,2709,667,5977
16,Idaho,6th Decile Highest Population,21613,,1025,,,3945,337,,4275,1477,28,21613,3945,930,
16,Idaho,7th Decile Highest Population,25386,,2096,7567,,5778,594,,4774,1676,38,25386,5778,1653,7567
16,Idaho,8th Decile Highest Population,47110,,3686,,,9414,1130,,5239,1896,53,47110,9414,3133,
16,Idaho,9th Decile Highest Population,90046,,12316,18403,,20710,3076,,6214,2232,86,90046,20710,9425,18403
16,Idaho,10th Decile Median Population,201233.5,,36344,,,47734,3195,,6766,2574.5,133,201233.5,47734,30346,
16,Idaho,10th Decile Mean Population,255350,,51124,,,76897,3647,,7137,2767,182,255350,76897,45984,
16,Idaho,10th Decile Highest Population,494967,,235684,,,386541,4556,,12294,7796,2255,494967,386541,235684,
17,Illinois,Number,102,1427,1298,0,0,279,168,0,3265,9898,369978,102,1706,1466,0
17,Illinois,Number with 0 Population,0,0,0,0,0,1,0,0,4,6,91812,0,1,0,0
17,Illinois,Median Population (Non-0),25423,988,1038,0,0,720,172,0,3753,1174,25,25423,894,871,0
17,Illinois,Mean Population (Non-0),125613,6755,8606,0,0,11413,811,0,3929,1295,46,125613,7510,7713,0
17,Illinois,1st Decile (>0) Lowest Population,3649,34,14,,,31,10,,2,2,1,3649,31,10,
17,Illinois,1st Decile (>0) Median Population,5071,193.5,100.5,,,219,23.5,,1575,606,3,5071,196.5,79,
17,Illinois,1st Decile (>0) Highest Population,6244,248,157,,,298,38,,1961,683,4,6244,253,119,
17,Illinois,2nd Decile Highest Population,12297,375,274,,,454,75,,2481,811,8,12297,388,212,
17,Illinois,3rd Decile Highest Population,14739,509,446,,,544,109,,2955,921,12,14739,516,354,
17,Illinois,4th Decile Highest Population,16866,704,656,,,643,140,,3366,1048,17,16866,668,550,
17,Illinois,5th Decile Highest Population,23768,988,1034,,,717,162,,3753,1173,25,23768,895,869,
17,Illinois,6th Decile Highest Population,34145,1422,1636,,,822,254,,4181,1318,35,34145,1191,1433,
17,Illinois,7th Decile Highest Population,46863,2231,3681,,,917,502,,4677,1490,47,46863,1785,2783,
17,Illinois,8th Decile Highest Population,74188,4233,8051,,,1103,1217,,5289,1710,66,74188,3404,6605,
17,Illinois,9th Decile Highest Population,196343,12576,19073,,,1699,2403,,6116,2065,101,196343,9995,17395,
17,Illinois,10th Decile Median Population,413375.5,37149,30176,,,4135,3675.5,,6824,2391,146,413375.5,29689.5,27955,
17,Illinois,10th Decile Mean Population,946034,52175,62350,,,110994,4766,,7074,2557,197,946034,62170,57233,
17,Illinois,10th Decile Highest Population,5275541,170478,2746388,,,2746388,10637,,11373,7015,4689,5275541,2746388,2746388,
18,Indiana,Number,92,1005,566,1,0,5,130,0,1696,5290,204568,92,1010,696,1
18,Indiana,Number with 0 Population,0,0,0,0,0,1,0,0,7,9,41829,0,1,0,0
18,Indiana,Median Population (Non-0),34313,1795,1127,19,0,8463,432,0,3811,1139,22,34313,1799,921,19
18,Indiana,Mean Population (Non-0),73756,6702,6485,19,0,12513,8048,0,4017,1285,42,73756,6718,6777,19
18,Indiana,1st Decile (>0) Lowest Population,5940,52,12,,,,28,,1,1,1,5940,52,12,
18,Indiana,1st Decile (>0) Median Population,9737,407.5,119,,,,53,,1711,605.5,3,9737,408,92.5,
18,Indiana,1st Decile (>0) Highest Population,12250,585,194,,,,79,,2159,673,5,12250,587,143,
18,Indiana,2nd Decile Highest Population,19170,862,331,,,2524,115,,2639,776,8,19170,870,263,
18,Indiana,3rd Decile Highest Population,23371,1130,553,,,,181,,3046,889,12,23371,1133,441,
18,Indiana,4th Decile Highest Population,28182,1448,796,,,5378,300,,3401,1006,16,28182,1455,644,
18,Indiana,5th Decile Highest Population,34191,1795,1125,19,,,431,,3811,1138,21,34191,1801,921,19
18,Indiana,6th Decile Highest Population,39654,2493,1722,,,11548,595,,4231,1278,28,39654,2524,1384,
18,Indiana,7th Decile Highest Population,50679,3762,2511,,,,767,,4774,1470,38,50679,3770,2140,
18,Indiana,8th Decile Highest Population,82208,5728,5508,,,30603,1332,,5338,1704,54,82208,5792,4568,
18,Indiana,9th Decile Highest Population,173215,12927,16306,,,,3558,,6131,2094,88,173215,13151,12357,
18,Indiana,10th Decile Median Population,272912,34479,34334,,,,5529,,6774,2479,138,272912,34479,29752,
18,Indiana,10th Decile Mean Population,358879,43864,45811,,,,75105,,7209,2657,189,358879,44039,52780,
18,Indiana,10th Decile Highest Population,977203,156686,263886,,,,887642,,13901,7281,5190,977203,156686,887642,
19,Iowa,Number,99,1597,942,4,0,65,86,0,896,2703,175199,99,1662,1028,4
19,Iowa,Number with 0 Population,0,0,0,3,0,1,0,0,2,2,51024,0,1,0,3
19,Iowa,Median Population (Non-0),15211,441,433,1142,0,4843,92,0,3337,1013,12,15211,458,384,0
19,Iowa,Mean Population (Non-0),32226,1401,2722,1142,0,14879,248,0,3569,1181,26,32226,1920,2515,286
19,Iowa,1st Decile (>0) Lowest Population,3704,57,4,,,6,5,,273,76,1,3704,6,4,
19,Iowa,1st Decile (>0) Median Population,6344.5,132,50,,,265.5,20.5,,1770,582,2,6344.5,133,39,
19,Iowa,1st Decile (>0) Highest Population,7203,162,78,,,748,28,,2033,641,2,7203,163,67,
19,Iowa,2nd Decile Highest Population,9388,215,141,,,1130,36,,2397,731,4,9388,218,118,
19,Iowa,3rd Decile Highest Population,10623,271,203,,,1822,50,,2703,819,6,10623,276,176,
19,Iowa,4th Decile Highest Population,12329,340,296,,,2906,64,,3051,906,8,12329,349,262,
19,Iowa,5th Decile Highest Population,15211,441,432,1142,,4792,91,,3337,1013,11,15211,458,383,1142
19,Iowa,6th Decile Highest Population,17488,580,701,,,7396,113,,3669,1132,15,17488,614,615,
19,Iowa,7th Decile Highest Population,20760,762,966,,,9564,154,,3989,1302,21,20760,843,906,
19,Iowa,8th Decile Highest Population,35437,1164,1676,,,15833,204,,4606,1556,32,35437,1297,1543,
19,Iowa,9th Decile Highest Population,93667,2180,4477,,,52682,473,,5374,1944,55,93667,2663,4040,
19,Iowa,10th Decile Median Population,131144,4270,8301,,,80309.5,1073,,6263,2315.5,87,131144,6139,7641,
19,Iowa,10th Decile Mean Population,176088,9140,21013,,,87839,1572,,6579,2528,127,176088,13841,19698,
19,Iowa,10th Decile Highest Population,492401,102689,214133,,,137710,3584,,16172,7674,2249,492401,137710,214133,
20,Kansas,Number,105,1273,624,5,0,258,116,0,829,2461,172529,105,1531,740,5
20,Kansas,Number with 0 Population,0,0,0,1,0,5,0,0,4,14,63380,0,5,0,1
20,Kansas,Median Population (Non-0),6877,221,395,849,0,961,80,0,3408,1079,11,6877,242,263,168
20,Kansas,Mean Population (Non-0),27980,617,3915,1404,0,8508,236,0,3561,1201,27,27980,1919,3339,1123
20,Kansas,1st Decile (>0) Lowest Population,1284,5,8,,,6,13,,1,1,1,1284,5,8,
20,Kansas,1st Decile (>0) Median Population,1857,27,38.5,,,36,17,,1533,608,2,1857,27,30,
20,Kansas,1st Decile (>0) Highest Population,2447,41,58,,,53,25,,1805,681,2,2447,42,46,
20,Kansas,2nd Decile Highest Population,2764,68,98,68,,91,39,,2229,775,4,2764,71,79,68
20,Kansas,3rd Decile Highest Population,3780,105,155,,,186,52,,2638,876,6,3780,109,111,
20,Kansas,4th Decile Highest Population,5459,148,234,168,,366,62,,2953,975,8,5459,161,166,168
20,Kansas,5th Decile Highest Population,6877,221,394,,,961,78,,3408,1079,11,6877,244,260,
20,Kansas,6th Decile Highest Population,9157,312,653,1529,,1978,96,,3786,1196,15,9157,366,444,1529
20,Kansas,7th Decile Highest Population,15904,469,1037,,,2861,110,,4242,1367,22,15904,556,834,
20,Kansas,8th Decile Highest Population,25996,733,1922,3849,,5111,155,,4788,1574,35,25996,1005,1475,3849
20,Kansas,9th Decile Highest Population,38972,1365,5084,,,12870,247,,5506,1912,60,38972,2167,4113,
20,Kansas,10th Decile Median Population,100333,2159,11519.5,,,33902,696,,6260,2212.5,93,100333,4838.5,9428,
20,Kansas,10th Decile Mean Population,193805,3496,32874,,,68378,1683,,6565,2364,135,193805,15743,28345,
20,Kansas,10th Decile Highest Population,609863,23462,397532,,,397532,9230,,10171,4920,1932,609863,397532,397532,
21,Kentucky,Number,120,0,418,0,0,493,137,0,1306,3581,132662,120,493,555,0
21,Kentucky,Number with 0 Population,0,0,1,0,0,1,0,0,2,29,41090,0,1,1,0
21,Kentucky,Median Population (Non-0),19523,0,952,0,0,3706,345,0,3279,1157,23,19523,3703,776,0
21,Kentucky,Mean Population (Non-0),37549,0,4517,0,0,9158,5794,0,3455,1269,49,37549,9140,4824,0
21,Kentucky,1st Decile (>0) Lowest Population,2193,,19,,,1,40,,1,1,1,2193,1,19,
21,Kentucky,1st Decile (>0) Median Population,6314,,137.5,,,1176,110,,1464,620,3,6314,1176,119,
21,Kentucky,1st Decile (>0) Highest Population,7728,,185,,,1418,144,,1764,699,4,7728,1418,173,
21,Kentucky,2nd Decile Highest Population,10810,,326,,,1955,201,,2201,824,8,10810,1955,263,
21,Kentucky,3rd Decile Highest Population,12955,,513,,,2663,246,,2614,932,12,12955,2663,376,
21,Kentucky,4th Decile Highest Population,15082,,723,,,3096,282,,2925,1041,16,15082,3096,571,
21,Kentucky,5th Decile Highest Population,19490,,952,,,3703,345,,3278,1157,23,19490,3703,776,
21,Kentucky,6th Decile Highest Population,23852,,1588,,,4670,475,,3648,1295,32,23852,4670,1117,
21,Kentucky,7th Decile Highest Population,28473,,2452,,,6407,741,,4091,1452,44,28473,6407,1972,
21,Kentucky,8th Decile Highest Population,44485,,4492,,,9454,1282,,4595,1681,65,44485,9454,3640,
21,Kentucky,9th Decile Highest Population,67607,,10017,,,20817,4374,,5380,1969,110,67607,20817,8435,
21,Kentucky,10th Decile Median Population,107007,,18090,,,41010,7742,,6186,2283,174,107007,41010,17282,
21,Kentucky,10th Decile Mean Population,180646,,29934,,,49265,55419,,6326,2390,234,180646,49265,36059,
21,Kentucky,10th Decile Highest Population,782969,,322570,,,122639,386884,,10232,4409,2400,782969,122639,386884,
22,Louisiana,Number,64,0,303,4,0,576,185,10,1388,4294,142874,64,576,488,14
22,Louisiana,Number with 0 Population,0,0,0,0,0,0,0,0,18,21,50694,0,0,0,0
22,Louisiana,Median Population (Non-0),32300,0,1052,100,0,3522,1677,6969,3216,938,27,32300,3522,1213,3303
22,Louisiana,Mean Population (Non-0),72777,0,7023,218,0,8086,4815,27719,3400,1090,51,72777,8086,6186,19862
22,Louisiana,1st Decile (>0) Lowest Population,4147,,12,,,309,32,349,1,1,1,4147,309,12,26
22,Louisiana,1st Decile (>0) Median Population,7539.5,,130,,,993,132,349,1323,375,3,7539.5,993,132,26
22,Louisiana,1st Decile (>0) Highest Population,9645,,201,,,1254,200,349,1552,465,5,9645,1254,204,26
22,Louisiana,2nd Decile Highest Population,14791,,294,26,,1825,455,737,2042,591,10,14791,1825,351,106
22,Louisiana,3rd Decile Highest Population,20043,,516,,,2277,676,2026,2460,703,14,20043,2277,553,349
22,Louisiana,4th Decile Highest Population,22750,,748,94,,2705,926,4579,2856,812,20,22750,2705,818,737
22,Louisiana,5th Decile Highest Population,32250,,1052,,,3519,1677,5054,3215,937,27,32250,3519,1212,2026
22,Louisiana,6th Decile Highest Population,43764,,1751,106,,4783,2161,8884,3640,1102,35,43764,4783,1980,5054
22,Louisiana,7th Decile Highest Population,52549,,3073,,,6553,3472,14195,4059,1290,47,52549,6553,3144,8884
22,Louisiana,8th Decile Highest Population,126500,,4862,644,,11248,6804,26528,4653,1549,64,126500,11248,5649,26528
22,Louisiana,9th Decile Highest Population,216785,,11472,,,16484,11238,28785,5442,1922,103,216785,16484,11340,28785
22,Louisiana,10th Decile Median Population,324283.5,,19450,,,24530,19531,186056,6166,2235,163,324283.5,24530,19450,186056
22,Louisiana,10th Decile Mean Population,337622,,53157,,,39066,27099,186056,6451,2393,233,337622,39066,43388,186056
22,Louisiana,10th Decile Highest Population,456781,,383997,,,383997,143507,186056,13008,6719,4571,456781,383997,383997,186056
23,Maine,Number,16,462,23,6,0,68,132,0,407,1184,47138,16,530,155,6
23,Maine,Number with 0 Population,0,0,0,0,0,4,0,0,7,8,16590,0,4,0,0
23,Maine,Median Population (Non-0),52978,1187,9672,303,0,453,1353,0,3253,1063,23,52978,1126,1721,303
23,Maine,Mean Population (Non-0),85147,2093,16744,377,0,6175,2080,0,3406,1158,45,85147,2570,4256,377
23,Maine,1st Decile (>0) Lowest Population,16800,5,1288,,,1,94,,370,1,1,16800,1,94,
23,Maine,1st Decile (>0) Median Population,16800,67,1929,,,2.5,334,,1482.5,501,2,16800,53,370,
23,Maine,1st Decile (>0) Highest Population,16800,129,2570,,,6,435,,1800,613,4,16800,91,459,
23,Maine,2nd Decile Highest Population,31095,310,5961,4,,41,639,,2221,725,7,31095,251,716,4
23,Maine,3rd Decile Highest Population,36699,549,7396,202,,132,764,,2573,842,12,36699,482,874,202
23,Maine,4th Decile Highest Population,39607,829,8399,,,304,1009,,2909,957,17,39607,760,1288,
23,Maine,5th Decile Highest Population,50477,1186,9672,226,,418,1351,,3250,1062,23,50477,1129,1721,226
23,Maine,6th Decile Highest Population,57777,1527,18899,379,,724,1751,,3608,1207,31,57777,1511,2234,379
23,Maine,7th Decile Highest Population,67105,2129,20400,,,5961,2257,,4044,1350,42,67105,2155,2832,
23,Maine,8th Decile Highest Population,123642,3107,24061,692,,8797,2822,,4486,1568,62,123642,3322,4973,692
23,Maine,9th Decile Highest Population,211972,4978,31753,760,,21982,4516,,5192,1853,102,211972,6055,8797,760
23,Maine,10th Decile Median Population,303069,7942,52764.5,,,29125.5,6125,,6113.5,2141,154,303069,9262.5,20400,
23,Maine,10th Decile Mean Population,303069,8827,52765,,,35066,7287,,6111,2215,198,303069,13610,23582,
23,Maine,10th Decile Highest Population,303069,22135,68408,,,68408,17033,,8171,3287,1326,303069,68408,68408,
24,Maryland,Number,23,0,157,0,1,290,379,0,1475,4079,83827,24,290,536,0
24,Maryland,Number with 0 Population,0,0,0,0,0,0,0,0,15,22,18553,0,0,0,0
24,Maryland,Median Population (Non-0),103725,0,1748,0,585708,5471,2702,0,4039,1387,49,108751,5471,2227,0
24,Maryland,Mean Population (Non-0),243109,0,9905,0,585708,21301,9627,0,4231,1523,95,257384,21301,9708,0
24,Maryland,1st Decile (>0) Lowest Population,19198,,18,,,55,12,,6,1,1,19198,55,12,
24,Maryland,1st Decile (>0) Median Population,21909,,113,,,487,74.5,,1722,613,6,21909,487,85,
24,Maryland,1st Decile (>0) Highest Population,24620,,176,,,954,112,,2122,732,10,24620,954,126,
24,Maryland,2nd Decile Highest Population,32531,,472,,,1846,210,,2732,901,18,33293,1846,255,
24,Maryland,3rd Decile Highest Population,49874,,682,,,2502,451,,3247,1060,27,49874,2502,520,
24,Maryland,4th Decile Highest Population,68106,,1113,,,3729,984,,3689,1222,37,92783,3729,1018,
24,Maryland,5th Decile Highest Population,103725,,1748,,585708,5460,2702,,4036,1386,49,103725,5460,2191,
24,Maryland,6th Decile Highest Population,154705,,2740,,,7870,5774,,4483,1583,62,166617,7870,4428,
24,Maryland,7th Decile Highest Population,172891,,4522,,,12902,9997,,5034,1816,81,260924,12902,7762,
24,Maryland,8th Decile Highest Population,332317,,6402,,,27260,15288,,5700,2094,111,585708,27260,13181,
24,Maryland,9th Decile Highest Population,854535,,17101,,,71831,29051,,6504,2489,195,854535,71831,25511,
24,Maryland,10th Decile Median Population,1014631,,34740,,,88558,39986,,7161.5,2836,344,1014631,88558,39933,
24,Maryland,10th Decile Mean Population,1014631,,76274,,,117675,48266,,7456,3028,460,1014631,117675,56363,
24,Maryland,10th Decile Highest Population,1062061,,585708,,,585708,104681,,15052,15052,3731,1062061,585708,585708,
25,Massachusetts,Number,5,293,58,3,9,58,190,0,1620,5116,107278,14,351,248,3
25,Massachusetts,Number with 0 Population,0,0,0,0,0,0,0,0,14,27,19071,0,0,0,0
25,Massachusetts,Median Population (Non-0),530819,8149,43855,5,465825,43855,3078,0,4294,1263,47,498322,10639,4584,5
25,Massachusetts,Mean Population (Non-0),417119,10978,65749,31,549369,65749,6436,0,4377,1381,80,502137,20028,20307,31
25,Massachusetts,1st Decile (>0) Lowest Population,,70,12448,,14255,12448,45,,2,2,1,14255,70,45,
25,Massachusetts,1st Decile (>0) Median Population,,694,16211,,14255,16211,466,,1894.5,674,7,14255,757,525,
25,Massachusetts,1st Decile (>0) Highest Population,,1095,17740,,14255,17740,852,,2282,765,11,14255,1215,1076,
25,Massachusetts,2nd Decile Highest Population,20600,1851,28692,,71029,28692,1517,,2989,890,19,71029,2667,1767,
25,Massachusetts,3rd Decile Highest Population,,3675,33261,3,129026,33261,1952,,3439,1009,27,129026,5237,2390,3
25,Massachusetts,4th Decile Highest Population,228996,6017,40787,,162308,40787,2432,,3854,1130,36,228996,7569,3290,
25,Massachusetts,5th Decile Highest Population,530819,8149,43782,5,465825,43782,3065,,4293,1263,47,465825,10639,4515,5
25,Massachusetts,6th Decile Highest Population,,10639,53059,,797936,53059,4116,,4722,1404,60,579200,14674,6474,
25,Massachusetts,7th Decile Highest Population,579200,14255,62186,,809829,62186,5414,,5180,1593,79,725981,18618,17366,
25,Massachusetts,8th Decile Highest Population,,18303,88923,86,862111,88923,6939,,5791,1841,110,809829,28087,29729,86
25,Massachusetts,9th Decile Highest Population,725981,25058,105643,,1632002,105643,18303,,6591,2202,177,862111,41946,53059,
25,Massachusetts,10th Decile Median Population,,31342,155929,,,155929,27295,,7121.5,2527.5,261,1632002,63191,84984,
25,Massachusetts,10th Decile Mean Population,,33754,254410,,,254410,30061,,7356,2609,322,1632002,92581,113264,
25,Massachusetts,10th Decile Highest Population,,63191,675647,,,675647,63191,,13131,13131,3258,1632002,675647,675647,
26,Michigan,Number,83,1240,533,13,0,299,212,0,3017,8386,254730,83,1539,745,13
26,Michigan,Number with 0 Population,0,0,0,1,0,4,0,0,84,170,56486,0,4,0,1
26,Michigan,Median Population (Non-0),37361,1899,1834,411,0,5003,510,0,3311,1140,30,37361,2150,1357,226
26,Michigan,Mean Population (Non-0),121414,4228,9579,2820,0,16389,2317,0,3436,1227,51,121414,6548,7513,2603
26,Michigan,1st Decile (>0) Lowest Population,2046,15,104,18,,3,44,,2,1,1,2046,3,44,18
26,Michigan,1st Decile (>0) Median Population,8102.5,328.5,246,18,,437,99,,1379,571,3,8102.5,337,167,18
26,Michigan,1st Decile (>0) Highest Population,9153,491,322,18,,952,144,,1734,665,5,9153,536,229,18
26,Michigan,2nd Decile Highest Population,15002,822,518,62,,1743,203,,2208,796,10,15002,924,366,62
26,Michigan,3rd Decile Highest Population,23502,1150,875,92,,2471,271,,2609,910,15,23502,1279,552,92
26,Michigan,4th Decile Highest Population,26659,1508,1274,221,,3703,356,,2957,1024,22,26659,1688,916,221
26,Michigan,5th Decile Highest Population,37361,1897,1834,226,,5003,509,,3311,1140,29,37361,2159,1357,226
26,Michigan,6th Decile Highest Population,53323,2422,2709,595,,7629,857,,3687,1267,39,53323,2827,2021,595
26,Michigan,7th Decile Highest Population,75587,3167,4516,1032,,10197,1408,,4088,1419,52,75587,3881,3362,1032
26,Michigan,8th Decile Highest Population,134310,4368,8411,1757,,16487,2735,,4618,1608,70,134310,6069,6366,1757
26,Michigan,9th Decile Highest Population,261670,8781,20629,3396,,40245,6366,,5338,1904,105,261670,13337,14983,3396
26,Michigan,10th Decile Median Population,532092.5,15597.5,47710,25534,,76300,10433,,5997,2209.5,156,532092.5,26088,29637.5,25534
26,Michigan,10th Decile Mean Population,745840,22717,67595,25534,,99891,14208,,6189,2351,214,745840,40750,53927,25534
26,Michigan,10th Decile Highest Population,1793561,100513,639111,25534,,639111,28573,,9542,6133,4966,1793561,639111,639111,25534
27,Minnesota,Number,87,1781,853,13,0,977,60,0,1505,4706,198705,87,2758,913,13
27,Minnesota,Number with 0 Population,0,0,0,1,0,14,0,0,4,38,61016,0,14,0,1
27,Minnesota,Median Population (Non-0),22290,283,678,882,0,568,225,0,3591,1134,19,22290,336,610,779
27,Minnesota,Mean Population (Non-0),65592,518,5567,3243,0,4968,352,0,3802,1222,41,65592,2069,5224,2994
27,Minnesota,1st Decile (>0) Lowest Population,3360,6,10,8,,1,14,,8,5,1,3360,1,10,8
27,Minnesota,1st Decile (>0) Median Population,4686.5,57,61,8,,42.5,30.5,,1724.5,620.5,2,4686.5,49,57.5,8
27,Minnesota,1st Decile (>0) Highest Population,5640,85,89,8,,67,45,,2065,691,3,5640,79,84,8
27,Minnesota,2nd Decile Highest Population,9528,134,166,120,,136,56,,2527,812,6,9528,135,155,120
27,Minnesota,3rd Decile Highest Population,12062,179,280,310,,224,118,,2948,908,9,12062,186,252,310
27,Minnesota,4th Decile Highest Population,15697,219,458,618,,376,189,,3256,1019,13,15697,245,397,618
27,Minnesota,5th Decile Highest Population,22290,282,678,779,,568,220,,3591,1133,18,22290,338,607,779
27,Minnesota,6th Decile Highest Population,30066,381,1111,984,,909,271,,4016,1251,27,30066,478,961,984
27,Minnesota,7th Decile Highest Population,39006,507,2021,4767,,1740,332,,4468,1400,39,39006,676,1802,4767
27,Minnesota,8th Decile Highest Population,56621,723,4159,5506,,3645,464,,5030,1591,57,56621,1102,3775,5506
27,Minnesota,9th Decile Highest Population,150928,1153,13033,9726,,10787,869,,5710,1895,91,150928,2517,11744,9726
27,Minnesota,10th Decile Median Population,315727.5,1774,25650,11388,,23392,1443.5,,6371,2154,142,315727.5,6250.5,23919,11388
27,Minnesota,10th Decile Mean Population,428328,2164,41760,11388,,38163,1447,,6643,2288,198,428328,16536,39828,11388
27,Minnesota,10th Decile Highest Population,1281565,11049,429954,11388,,429954,2082,,13470,4464,3228,1281565,429954,429954,11388
28,Mississippi,Number,82,0,298,1,0,410,130,0,878,2445,112241,82,410,428,1
28,Mississippi,Number with 0 Population,0,0,0,0,0,0,0,0,4,5,34815,0,0,0,0
28,Mississippi,Median Population (Non-0),21722,0,970,8007,0,4479,400,0,3289,1120,19,21722,4479,824,8007
28,Mississippi,Mean Population (Non-0),36113,0,5027,8007,0,7223,1088,0,3388,1214,38,36113,7223,3830,8007
28,Mississippi,1st Decile (>0) Lowest Population,1338,,41,,,113,8,,6,6,1,1338,113,8,
28,Mississippi,1st Decile (>0) Median Population,7453,,133,,,1307,51,,1473,546,3,7453,1307,90,
28,Mississippi,1st Decile (>0) Highest Population,8246,,198,,,1634,72,,1789,625,4,8246,1634,133,
28,Mississippi,2nd Decile Highest Population,10285,,311,,,2216,123,,2249,777,7,10285,2216,250,
28,Mississippi,3rd Decile Highest Population,13530,,441,,,2778,197,,2634,896,10,13530,2778,368,
28,Mississippi,4th Decile Highest Population,18333,,639,,,3633,293,,2945,1000,14,18333,3633,496,
28,Mississippi,5th Decile Highest Population,21629,,964,8007,,4464,395,,3288,1119,19,21629,4464,816,8007
28,Mississippi,6th Decile Highest Population,26743,,1602,,,5263,618,,3629,1248,25,26743,5263,1269,
28,Mississippi,7th Decile Highest Population,31184,,2342,,,6361,1066,,3953,1397,34,31184,6361,1863,
28,Mississippi,8th Decile Highest Population,44922,,5462,,,9300,1604,,4444,1585,49,44922,9300,3619,
28,Mississippi,9th Decile Highest Population,72984,,12721,,,14505,2833,,5100,1901,80,72984,14505,9646,
28,Mississippi,10th Decile Median Population,150141.5,,25138,,,28022,4968,,5704.5,2203,127,150141.5,28022,18726.5,
28,Mississippi,10th Decile Mean Population,149076,,32603,,,29758,5170,,5974,2353,180,149076,29758,26083,
28,Mississippi,10th Decile Highest Population,227742,,153701,,,63058,8526,,10178,5617,3907,227742,63058,153701,
29,Missouri,Number,114,283,939,0,1,1111,143,0,1654,5031,253632,115,1394,1082,0
29,Missouri,Number with 0 Population,0,0,1,0,0,0,3,0,0,6,84628,0,0,4,0
29,Missouri,Median Population (Non-0),18334,398,504,0,301578,1120,148,0,3554,1094,17,18479,893,414,0
29,Missouri,Mean Population (Non-0),51345,972,4367,0,301578,5292,1819,0,3721,1225,36,53521,4415,4022,0
29,Missouri,1st Decile (>0) Lowest Population,1973,19,3,,,16,3,,1,1,1,1973,16,3,
29,Missouri,1st Decile (>0) Median Population,4681,112,42,,,144,23.5,,1611,570,2,4681,135,40,
29,Missouri,1st Decile (>0) Highest Population,6096,143,69,,,220,37,,1909,650,3,6096,188,60,
29,Missouri,2nd Decile Highest Population,8553,196,131,,,390,60,,2467,757,5,8553,310,107,
29,Missouri,3rd Decile Highest Population,10679,260,203,,,582,82,,2849,864,8,10679,443,176,
29,Missouri,4th Decile Highest Population,14557,313,309,,,814,107,,3189,975,12,14557,625,263,
29,Missouri,5th Decile Highest Population,18188,398,502,,301578,1120,147,,3553,1094,16,18479,892,416,
