STATE,NAME,row,functioning_counties,functioning_mcds,functioning_places,functioning_aianas,county_equivalents,census_county_divisions,nonfunctioning_cdps_incorporated_places,nonfunctioning_aianas,census_tracts,block_groups,blocks,all_counties,all_county_divisions,all_places,all_aianas
29,Missouri,6th Decile Highest Population,23333,492,784,,,1614,206,,3954,1234,23,23333,1262,676,
29,Missouri,7th Decile Highest Population,31519,645,1492,,,2563,363,,4389,1415,32,32984,2043,1257,
29,Missouri,8th Decile Highest Population,44283,1017,2915,,,4396,726,,5025,1652,48,44283,3586,2743,
29,Missouri,9th Decile Highest Population,88842,2142,8269,,,10148,3055,,5764,1993,79,104682,8187,8143,
29,Missouri,10th Decile Median Population,226739,4318.5,16225,,,27092,16538,,6413,2312,125,253335,21079,16225,
29,Missouri,10th Decile Mean Population,321016,5391,34176,,,36982,15008,,6547,2414,177,338916,31535,31799,
29,Missouri,10th Decile Highest Population,1004125,14988,508090,,,301578,36301,,9026,6982,2614,1004125,301578,508090,
30,Montana,Number,56,0,127,8,0,194,370,0,319,900,88417,56,194,497,8
30,Montana,Number with 0 Population,0,0,0,0,0,0,11,0,0,0,44700,0,0,11,0
30,Montana,Median Population (Non-0),7311,0,783,5715,0,1679,122,0,3155,1092,12,7311,1679,192,5715
30,Montana,Mean Population (Non-0),19361,0,4354,8758,0,5589,584,0,3399,1205,25,19361,5589,1534,8758
30,Montana,1st Decile (>0) Lowest Population,496,,17,,,13,2,,13,13,1,496,13,2,
30,Montana,1st Decile (>0) Median Population,823,,87.5,,,137,13,,1325,609,1,823,137,15,
30,Montana,1st Decile (>0) Highest Population,1088,,131,,,269,22,,1656,666,2,1088,269,25,
30,Montana,2nd Decile Highest Population,1927,,205,14,,476,39,,1959,761,4,1927,476,53,14
30,Montana,3rd Decile Highest Population,3539,,332,3382,,687,67,,2288,869,6,3539,687,91,3382
30,Montana,4th Decile Highest Population,4971,,562,3639,,1110,95,,2787,986,9,4971,1110,127,3639
30,Montana,5th Decile Highest Population,7044,,783,4456,,1678,122,,3155,1091,12,7044,1678,194,4456
30,Montana,6th Decile Highest Population,9371,,1018,6974,,2425,192,,3642,1217,16,9371,2425,304,6974
30,Montana,7th Decile Highest Population,11491,,1787,9988,,3434,293,,4198,1340,23,11491,3434,532,9988
30,Montana,8th Decile Highest Population,16309,,2775,10764,,5598,499,,4736,1543,33,16309,5598,955,10764
30,Montana,9th Decile Highest Population,70973,,7222,30849,,9929,1042,,5541,1857,54,70973,9929,2086,30849
30,Montana,10th Decile Median Population,117922,,17509,,,21829,2138,,6349,2220,84,117922,21829,5133,
30,Montana,10th Decile Mean Population,118077,,34531,,,36235,4113,,6520,2412,114,118077,36235,12573,
30,Montana,10th Decile Highest Population,164731,,117116,,,114532,34494,,8681,5898,2041,164731,114532,117116,
31,Nebraska,Number,93,352,529,7,0,841,61,0,553,1648,119103,93,1193,590,7
31,Nebraska,Number with 0 Population,0,0,0,0,0,2,0,0,0,0,39324,0,2,0,0
31,Nebraska,Median Population (Non-0),6104,202,291,100,0,357,60,0,3412,1106,11,6104,278,263,100
31,Nebraska,Mean Population (Non-0),21091,380,2899,1194,0,2178,404,0,3547,1190,25,21091,1644,2641,1194
31,Nebraska,1st Decile (>0) Lowest Population,399,10,2,,,1,8,,8,8,1,399,1,2,
31,Nebraska,1st Decile (>0) Median Population,611,41,33,,,28,13,,1387,645,2,611,32,28,
31,Nebraska,1st Decile (>0) Highest Population,716,58,52,,,47,18,,1798,706,2,716,51,43,
31,Nebraska,2nd Decile Highest Population,1838,88,92,3,,101,31,,2368,818,4,1838,93,74,3
31,Nebraska,3rd Decile Highest Population,2959,112,145,8,,154,43,,2684,907,5,2959,139,114,8
31,Nebraska,4th Decile Highest Population,4636,156,218,13,,234,49,,3134,1007,8,4636,202,182,13
31,Nebraska,5th Decile Highest Population,6104,202,291,100,,357,60,,3412,1105,10,6104,278,262,100
31,Nebraska,6th Decile Highest Population,7668,245,410,,,529,75,,3800,1208,14,7668,426,365,
31,Nebraska,7th Decile Highest Population,9429,373,667,974,,731,107,,4394,1322,20,9429,618,599,974
31,Nebraska,8th Decile Highest Population,15912,510,1053,2737,,1087,164,,4789,1505,34,15912,918,962,2737
31,Nebraska,9th Decile Highest Population,34296,880,2290,4526,,2042,351,,5347,1766,60,34296,1616,2081,4526
31,Nebraska,10th Decile Median Population,50084,1297,6519,,,4133,1437.5,,6052,2036.5,88,50084,3170,5973,
31,Nebraska,10th Decile Mean Population,150470,1628,25497,,,17809,3364,,6161,2181,118,150470,13040,22937,
31,Nebraska,10th Decile Highest Population,584526,4399,486051,,,486051,11064,,9594,3977,1633,584526,486051,486051,
32,Nevada,Number,16,0,19,28,1,71,114,0,779,1963,57409,17,71,133,28
32,Nevada,Number with 0 Population,0,0,0,2,0,1,0,0,7,10,22160,0,1,0,2
32,Nevada,Median Population (Non-0),13183,0,14885,236,58639,1995,662,0,3963,1392,48,17285,1935,912,215
32,Nevada,Mean Population (Non-0),190373,0,93026,479,58639,44352,10563,0,4022,1590,88,182624,43727,22343,445
32,Nevada,1st Decile (>0) Lowest Population,729,,990,20,,25,4,,12,2,1,729,25,4,20
32,Nevada,1st Decile (>0) Median Population,729,,1113.5,27,,82,27,,1638,635,4,729,82,34,27
32,Nevada,1st Decile (>0) Highest Population,729,,1237,34,,244,47,,2001,776,7,729,244,49,34
32,Nevada,2nd Decile Highest Population,4104,,2050,95,,398,127,,2687,957,15,4104,398,155,95
32,Nevada,3rd Decile Highest Population,4554,,3924,106,,928,202,,3178,1096,25,4554,928,249,106
32,Nevada,4th Decile Highest Population,5734,,8431,144,,1170,315,,3549,1228,36,6650,1170,464,144
32,Nevada,5th Decile Highest Population,9080,,14885,234,58639,1935,656,,3962,1392,48,17285,1935,912,234
32,Nevada,6th Decile Highest Population,25516,,20564,261,,3534,933,,4260,1568,62,25516,3534,1343,261
32,Nevada,7th Decile Highest Population,49488,,58639,291,,8231,1558,,4749,1735,81,51591,8231,3118,291
32,Nevada,8th Decile Highest Population,53702,,262527,723,,23048,4379,,5274,1977,111,58639,23048,8658,723
32,Nevada,9th Decile Highest Population,486492,,317610,1027,,59625,14967,,6110,2474,182,486492,59625,30744,1027
32,Nevada,10th Decile Median Population,2265461,,641903,2578,,85388,44738,,6738,3346,303,2265461,85388,205618,2578
32,Nevada,10th Decile Mean Population,2265461,,641903,2578,,376042,95352,,6959,3800,412,2265461,376042,201367,2578
32,Nevada,10th Decile Highest Population,2265461,,641903,3223,,2014651,221831,,11099,11099,3224,2265461,2014651,641903,3223
33,New Hampshire,Number,10,221,13,0,0,38,87,0,350,997,31948,10,259,100,0
33,New Hampshire,Number with 0 Population,0,0,0,0,0,14,0,0,2,2,6631,0,14,0,0
33,New Hampshire,Median Population (Non-0),83788,2467,21956,0,0,9083,1285,0,3892,1292,29,83788,2377,1528,0
33,New Hampshire,Mean Population (Non-0),137753,4262,33485,0,0,18147,2621,0,3958,1384,54,137753,5319,6634,0
33,New Hampshire,1st Decile (>0) Lowest Population,31268,68,8741,,,1,152,,6,6,1,31268,1,152,
33,New Hampshire,1st Decile (>0) Median Population,31268,340,8741,,,1,198.5,,1746.5,657,4,31268,112.5,207,
33,New Hampshire,1st Decile (>0) Highest Population,31268,629,8741,,,1,273,,2103,731,6,31268,353,326,
33,New Hampshire,2nd Decile Highest Population,43063,864,9425,,,2,442,,2621,867,10,43063,813,504,
33,New Hampshire,3rd Decile Highest Population,50107,1407,12949,,,4,711,,3019,996,15,50107,1358,843,
33,New Hampshire,4th Decile Highest Population,63705,1776,14282,,,28,1068,,3402,1141,21,63705,1769,1108,
33,New Hampshire,5th Decile Highest Population,76458,2467,21956,,,8741,1285,,3889,1292,28,76458,2484,1485,
33,New Hampshire,6th Decile Highest Population,91118,3633,23047,,,12949,1571,,4230,1436,37,91118,3945,2598,
33,New Hampshire,7th Decile Highest Population,130889,4707,32492,,,16871,2693,,4682,1611,50,130889,4872,3824,
33,New Hampshire,8th Decile Highest Population,153808,6108,43976,,,32492,3824,,5182,1826,71,153808,6662,7534,
33,New Hampshire,9th Decile Highest Population,314176,8478,91322,,,43976,5888,,5957,2192,119,314176,11870,12949,
33,New Hampshire,10th Decile Median Population,422937,15653.5,115644,,,103483,9853,,6665,2488,187,422937,22501.5,27769.5,
33,New Hampshire,10th Decile Mean Population,422937,16997,115644,,,103483,11400,,6818,2614,248,422937,29093,41521,
33,New Hampshire,10th Decile Highest Population,422937,34317,115644,,,115644,22879,,8349,4777,2246,422937,115644,115644,
34,New Jersey,Number,21,241,324,0,0,324,377,2,2181,6599,137972,21,565,701,2
34,New Jersey,Number with 0 Population,0,0,0,0,0,0,0,0,6,38,24760,0,0,0,0
34,New Jersey,Median Population (Non-0),461860,12803,6976,0,0,6976,2200,3000,4139,1317,50,461860,8374,3687,3000
34,New Jersey,Mean Population (Non-0),442333,20092,13725,0,0,13725,4370,3000,4271,1416,82,442333,16441,8694,3000
34,New Jersey,1st Decile (>0) Lowest Population,64837,7,9,,,9,22,,2,2,1,64837,7,9,
34,New Jersey,1st Decile (>0) Median Population,80050,1657.5,617.5,,,617.5,173,,1875,664.5,9,80050,896.5,229.5,
34,New Jersey,1st Decile (>0) Highest Population,95263,2670,1010,,,1010,260,,2295,775,13,95263,1536,391,
34,New Jersey,2nd Decile Highest Population,128947,4183,2024,,,2024,479,,2906,915,22,128947,2894,881,
34,New Jersey,3rd Decile Highest Population,154152,6016,3372,,,3372,849,,3363,1041,31,154152,4454,1616,
34,New Jersey,4th Decile Highest Population,302294,8629,4890,,,4890,1491,828,3766,1175,39,302294,6191,2455,828
34,New Jersey,5th Decile Highest Population,461860,12803,6971,,,6971,2200,,4139,1317,49,461860,8374,3687,
34,New Jersey,6th Decile Highest Population,523485,17400,8778,,,8778,3033,,4563,1461,62,523485,11012,5251,
34,New Jersey,7th Decile Highest Population,575345,23847,11079,,,11079,4296,5171,5027,1637,79,575345,15407,7777,5171
34,New Jersey,8th Decile Highest Population,643615,31330,15049,,,15049,6594,,5670,1871,107,643615,23447,10734,
34,New Jersey,9th Decile Highest Population,863162,47842,27263,,,27263,10594,,6374,2216,176,863162,40921,16920,
34,New Jersey,10th Decile Median Population,909730,62268.5,53749,,,53749,14240,,7107,2525,264,909730,59136,27377,
34,New Jersey,10th Decile Mean Population,909730,69490,72039,,,72039,19635,,7262,2692,333,909730,73389,46691,
34,New Jersey,10th Decile Highest Population,955732,135158,311549,,,311549,92830,,12984,7080,5642,955732,311549,311549,
35,New Mexico,Number,33,0,105,26,0,130,422,0,612,1614,107215,33,130,527,26
35,New Mexico,Number with 0 Population,0,0,0,4,0,0,1,0,3,8,50610,0,0,1,4
35,New Mexico,Median Population (Non-0),27172,0,1447,3435,0,3488,312,0,3338,1217,20,27172,3488,416,3195
35,New Mexico,Mean Population (Non-0),64167,0,13596,6331,0,16289,925,0,3477,1319,37,64167,16289,3448,5357
35,New Mexico,1st Decile (>0) Lowest Population,657,,22,684,,84,3,,3,3,1,657,84,3,684
35,New Mexico,1st Decile (>0) Median Population,1698,,72.5,722,,248,31,,1350,610.5,2,1698,248,33,722
35,New Mexico,1st Decile (>0) Highest Population,3579,,113,760,,360,51,,1759,698,3,3579,360,56,760
35,New Mexico,2nd Decile Highest Population,4189,,224,1517,,1153,102,,2124,842,6,4189,1153,113,1517
35,New Mexico,3rd Decile Highest Population,12387,,622,1819,,1650,157,,2574,979,10,12387,1650,180,1819
35,New Mexico,4th Decile Highest Population,19191,,970,3160,,2709,228,,2942,1102,14,19191,2709,277,3160
35,New Mexico,5th Decile Highest Population,27172,,1447,3376,,3472,312,,3338,1216,19,27172,3472,416,3376
35,New Mexico,6th Decile Highest Population,34489,,2553,3536,,5685,479,,3735,1357,27,34489,5685,691,3536
35,New Mexico,7th Decile Highest Population,62314,,6052,4022,,8867,749,,4107,1517,37,62314,8867,984,4022
35,New Mexico,8th Decile Highest Population,74455,,8977,4738,,16685,1130,,4562,1743,52,74455,16685,1614,4738
35,New Mexico,9th Decile Highest Population,148834,,21899,7460,,28752,1979,,5497,2079,82,148834,28752,4170,7460
35,New Mexico,10th Decile Median Population,219561,,47523,37946.5,,51736,3175,,6294,2368.5,122,219561,51736,8842,37946.5
35,New Mexico,10th Decile Mean Population,350276,,110475,37947,,107767,5155,,6626,2519,164,350276,107767,28928,37947
35,New Mexico,10th Decile Highest Population,676444,,564559,64571,,641085,38338,,10658,4819,1519,676444,641085,564559,64571
36,New York,Number,62,938,596,10,0,76,697,1,5411,16070,288819,62,1014,1293,11
36,New York,Number with 0 Population,0,0,0,0,0,3,0,0,53,331,58480,0,3,0,0
36,New York,Median Population (Non-0),87716,2797,2038,988,0,15600,1691,2572,3602,1194,40,87716,3097,1884,1145
36,New York,Mean Population (Non-0),325827,19096,21831,7939,0,31353,5299,2572,3770,1284,88,325827,19922,12919,7451
36,New York,1st Decile (>0) Lowest Population,5107,27,50,20,,7,44,,1,1,1,5107,7,44,20
36,New York,1st Decile (>0) Median Population,25678,633,308,20,,43,171,,1442,628,4,25678,567,208,20
36,New York,1st Decile (>0) Highest Population,33814,863,447,20,,498,261,,1795,720,6,33814,859,335,20
36,New York,2nd Decile Highest Population,46809,1284,689,261,,4605,438,,2288,849,13,46809,1304,537,261
36,New York,3rd Decile Highest Population,53324,1692,1004,436,,9210,662,,2725,969,20,53324,1757,836,436
36,New York,4th Decile Highest Population,65737,2143,1517,819,,12743,1085,,3164,1083,29,65737,2247,1277,819
36,New York,5th Decile Highest Population,84148,2791,2037,831,,15600,1691,2572,3601,1194,40,84148,3112,1884,1145
36,New York,6th Decile Highest Population,112458,3852,2939,1145,,19949,2719,,4001,1320,54,112458,4314,2841,2572
36,New York,7th Decile Highest Population,198683,5536,4554,2676,,28365,4398,,4491,1472,72,198683,6215,4507,2676
36,New York,8th Decile Highest Population,338329,8348,7347,3663,,32127,7657,,5137,1668,105,338329,10551,7482,3663
36,New York,9th Decile Highest Population,1004457,18311,15131,6664,,67047,15404,,6044,1979,192,1004457,24069,15205,6664
36,New York,10th Decile Median Population,1610085.5,33712,28365,62877,,148620,21580,,6809,2258,337,1610085.5,39438,26016,62877
36,New York,10th Decile Mean Population,1871690,157719,193100,62877,,157530,27175,,7187,2406,450,1871690,159604,102973,62877
36,New York,10th Decile Highest Population,2736074,2736074,8804190,62877,,278349,76829,,17222,9343,5091,2736074,2736074,8804190,62877
37,North Carolina,Number,100,0,551,1,0,1041,225,7,2672,7111,236638,100,1041,776,8
37,North Carolina,Number with 0 Population,0,0,0,0,0,1,1,0,17,35,61650,0,1,1,0
37,North Carolina,Median Population (Non-0),51353,0,1608,9233,0,3397,998,6947,3727,1325,29,51353,3395,1372,7880
37,North Carolina,Mean Population (Non-0),104394,0,10921,9233,0,10038,1977,85100,3932,1475,60,104394,10028,8325,75617
37,North Carolina,1st Decile (>0) Lowest Population,3245,,13,,,8,6,,2,2,1,3245,8,6,
37,North Carolina,1st Decile (>0) Median Population,10416.5,,136,,,530.5,149.5,,1626,630,4,10416.5,530.5,143.5,
37,North Carolina,1st Decile (>0) Highest Population,12276,,214,,,772,217,,2019,724,6,12276,772,217,
37,North Carolina,2nd Decile Highest Population,19328,,413,,,1358,318,1482,2534,885,10,19328,1358,374,1482
37,North Carolina,3rd Decile Highest Population,28774,,638,,,1896,446,2343,2912,1032,15,28774,1896,577,2343
37,North Carolina,4th Decile Highest Population,42578,,997,,,2558,643,6901,3358,1171,21,42578,2558,867,6901
37,North Carolina,5th Decile Highest Population,50623,,1608,9233,,3395,994,6947,3727,1325,29,50623,3395,1373,6947
37,North Carolina,6th Decile Highest Population,64444,,2655,,,4890,1402,,4117,1488,38,64444,4890,2174,8812
37,North Carolina,7th Decile Highest Population,91096,,4225,,,7212,2029,8812,4584,1698,52,91096,7212,3456,9233
37,North Carolina,8th Decile Highest Population,144171,,7656,,,11346,3184,58504,5145,1973,75,144171,11346,5108,58504
37,North Carolina,9th Decile Highest Population,225702,,17808,,,20531,5021,510711,6114,2405,130,225702,20531,13181,510711
37,North Carolina,10th Decile Median Population,329780.5,,34562,,,34692.5,7662,,6887,2814,214,329780.5,34692.5,27156,
37,North Carolina,10th Decile Mean Population,478981,,83431,,,57533,8591,,7391,3048,289,478981,57533,64123,
37,North Carolina,10th Decile Highest Population,1129410,,874579,,,874579,16582,,14610,8962,3419,1129410,874579,874579,
38,North Dakota,Number,53,1309,357,5,0,453,49,0,228,632,84566,53,1762,406,5
38,North Dakota,Number with 0 Population,0,1,0,0,0,3,0,0,0,1,44368,0,4,0,0
38,North Dakota,Median Population (Non-0),3990,45,158,3898,0,170,61,0,2901,1074,7,3990,52,140,3898
38,North Dakota,Mean Population (Non-0),14700,92,1691,4769,0,1463,351,0,3417,1235,19,14700,442,1529,4769
38,North Dakota,1st Decile (>0) Lowest Population,706,1,1,,,1,7,,706,8,1,706,1,1,
38,North Dakota,1st Decile (>0) Median Population,1265,12,15,,,11.5,13,,1339.5,575.5,1,1265,12,13,
38,North Dakota,1st Decile (>0) Highest Population,1798,17,22,,,21,13,,1509,638,1,1798,18,20,
38,North Dakota,2nd Decile Highest Population,2200,26,42,206,,40,16,,1855,736,2,2200,27,38,206
38,North Dakota,3rd Decile Highest Population,2394,32,73,,,68,29,,2268,844,4,2394,34,64,
38,North Dakota,4th Decile Highest Population,3301,38,102,3787,,100,41,,2427,951,5,3301,42,94,3787
38,North Dakota,5th Decile Highest Population,3990,45,158,3898,,170,61,,2881,1074,7,3990,52,139,3898
38,North Dakota,6th Decile Highest Population,5703,53,238,,,254,92,,3573,1209,9,5703,69,223,
38,North Dakota,7th Decile Highest Population,8350,68,379,7605,,402,197,,4028,1370,13,8350,93,368,7605
38,North Dakota,8th Decile Highest Population,12187,89,718,,,749,488,,4916,1640,22,12187,152,692,
38,North Dakota,9th Decile Highest Population,33646,142,1357,8350,,1361,1146,,5780,2029,44,33646,396,1300,8350
38,North Dakota,10th Decile Median Population,73170,265,2764,,,2764,1756,,6628,2468,74,73170,924,2494,
38,North Dakota,10th Decile Mean Population,93404,491,14824,,,12197,2422,,7226,2706,107,93404,3793,13251,
38,North Dakota,10th Decile Highest Population,184525,4293,125990,,,125990,5017,,12559,6164,1379,184525,125990,125990,
39,Ohio,Number,88,1313,926,0,0,288,339,0,3168,9472,276428,88,1601,1265,0
39,Ohio,Number with 0 Population,0,0,0,0,0,5,0,0,10,37,56759,0,5,0,0
39,Ohio,Median Population (Non-0),58552,2076,1419,0,0,9521,742,0,3596,1122,29,58552,2425,1172,0
39,Ohio,Mean Population (Non-0),134085,4454,8280,0,0,21029,1988,0,3736,1251,54,134085,7370,6594,0
39,Ohio,1st Decile (>0) Lowest Population,12800,6,28,,,4,16,,3,1,1,12800,4,16,
39,Ohio,1st Decile (>0) Median Population,14299,521,127,,,324.5,143,,1485,585,4,14299,521,129.5,
39,Ohio,1st Decile (>0) Highest Population,22210,721,183,,,739,178,,1852,657,6,22210,726,180,
39,Ohio,2nd Decile Highest Population,30696,1031,326,,,2087,257,,2423,782,10,30696,1061,305,
39,Ohio,3rd Decile Highest Population,38714,1293,543,,,3741,350,,2799,892,15,38714,1402,457,
39,Ohio,4th Decile Highest Population,43824,1648,867,,,6294,492,,3233,1001,21,43824,1866,721,
39,Ohio,5th Decile Highest Population,58539,2076,1409,,,9521,742,,3596,1121,29,58539,2439,1172,
39,Ohio,6th Decile Highest Population,66497,2660,2335,,,13021,1129,,3988,1263,38,66497,3309,1788,
39,Ohio,7th Decile Highest Population,101877,3598,4137,,,17291,1567,,4412,1429,52,101877,4674,3356,
39,Ohio,8th Decile Highest Population,167966,5145,9107,,,24007,3158,,4968,1650,72,167966,7870,6386,
39,Ohio,9th Decile Highest Population,312964,9399,19062,,,37788,5352,,5731,2016,114,312964,15642,14115,
39,Ohio,10th Decile Median Population,538868.5,15969,32294,,,51885,8188,,6468,2336,177,538868.5,27876,24944,
39,Ohio,10th Decile Mean Population,711686,22087,55712,,,118182,9721,,6760,2513,239,711686,43894,45375,
39,Ohio,10th Decile Highest Population,1323807,64830,905748,,,880329,29594,,12131,8959,3494,1323807,880329,905748,
40,Oklahoma,Number,77,0,589,1,0,305,254,29,1205,3374,180154,77,305,843,30
40,Oklahoma,Number with 0 Population,0,0,1,0,0,0,0,0,1,34,58328,0,0,1,0
40,Oklahoma,Median Population (Non-0),21384,0,521,45818,0,3564,176,6602,3127,1076,15,21384,3564,339,8146
40,Oklahoma,Mean Population (Non-0),51420,0,5206,45818,0,12981,329,89005,3288,1185,33,51420,12981,3730,87565
40,Oklahoma,1st Decile (>0) Lowest Population,2296,,3,,,247,11,233,1,1,1,2296,247,3,233
40,Oklahoma,1st Decile (>0) Median Population,3442,,52,,,665,27,257,1342,548,2,3442,665,35,257
40,Oklahoma,1st Decile (>0) Highest Population,4484,,80,,,1068,38,743,1610,630,3,4484,1068,62,743
40,Oklahoma,2nd Decile Highest Population,7782,,135,,,1585,65,1900,2059,738,5,7782,1585,101,1900
40,Oklahoma,3rd Decile Highest Population,10812,,241,,,2065,83,4029,2466,845,8,10812,2065,164,4029
40,Oklahoma,4th Decile Highest Population,14143,,350,,,2626,136,5112,2798,949,11,14143,2626,244,5112
40,Oklahoma,5th Decile Highest Population,21384,,518,45818,,3564,175,6602,3126,1076,15,21384,3564,339,6602
40,Oklahoma,6th Decile Highest Population,30285,,827,,,4715,229,15412,3491,1207,20,30285,4715,519,15412
40,Oklahoma,7th Decile Highest Population,41662,,1299,,,6715,292,26259,3857,1371,28,41662,6715,854,26259
40,Oklahoma,8th Decile Highest Population,48129,,2775,,,9138,442,186628,4409,1593,42,48129,9138,1492,126987
40,Oklahoma,9th Decile Highest Population,80981,,7146,,,21157,816,306460,5173,1934,70,80981,21157,4228,226984
40,Oklahoma,10th Decile Median Population,154405,,17580,,,42762,1220,663181,5801.5,2242,106,154405,42762,10866.5,513178
40,Oklahoma,10th Decile Mean Population,316216,,43609,,,89506,1423,663181,6038,2366,157,316216,89506,31822,544274
40,Oklahoma,10th Decile Highest Population,796292,,681054,,,626430,3193,813184,11132,5284,3329,796292,626430,681054,813184
41,Oregon,Number,36,0,240,11,0,212,186,0,1001,2970,130807,36,212,426,11
41,Oregon,Number with 0 Population,0,0,0,1,0,0,0,0,8,10,51726,0,0,0,1
41,Oregon,Median Population (Non-0),45734,0,2032,286,0,5111,471,0,4134,1330,28,45734,5111,1151,229
41,Oregon,Mean Population (Non-0),117702,0,12457,845,0,19987,2470,0,4267,1432,54,117702,19987,8096,768
41,Oregon,1st Decile (>0) Lowest Population,1451,,25,25,,125,3,,55,4,1,1451,125,3,25
41,Oregon,1st Decile (>0) Median Population,1870,,138.5,25,,564,60,,1988,690,3,1870,564,77.5,25
41,Oregon,1st Decile (>0) Highest Population,1995,,204,25,,837,80,,2373,784,5,1995,837,134,25
41,Oregon,2nd Decile Highest Population,8160,,502,77,,1506,163,,2918,922,9,8160,1506,259,77
41,Oregon,3rd Decile Highest Population,23977,,858,85,,2664,260,,3300,1050,14,23977,2664,427,85
41,Oregon,4th Decile Highest Population,26196,,1328,133,,3853,339,,3759,1189,20,26196,3853,680,133
41,Oregon,5th Decile Highest Population,41072,,2011,229,,5093,470,,4134,1329,28,41072,5093,1147,229
41,Oregon,6th Decile Highest Population,69413,,3206,343,,6496,768,,4534,1464,37,69413,6496,1911,343
41,Oregon,7th Decile Highest Population,88090,,5641,604,,10671,1228,,4979,1660,49,88090,10671,3198,604
41,Oregon,8th Decile Highest Population,128610,,10484,685,,14514,2328,,5580,1892,68,128610,14514,7223,685
41,Oregon,9th Decile Highest Population,382971,,23733,2861,,34123,7503,,6385,2240,116,382971,34123,16740,2861
41,Oregon,10th Decile Median Population,600372,,47635,3403,,72369,11571,,7080,2547,187,600372,72369,27657.5,3403
41,Oregon,10th Decile Mean Population,612400,,88520,3403,,139508,16096,,7299,2670,249,612400,139508,60177,3403
41,Oregon,10th Decile Highest Population,815428,,652503,3403,,509591,53828,,10964,7964,2884,815428,509591,652503,3403
42,Pennsylvania,Number,67,1546,1013,0,0,1026,875,0,3446,10173,336985,67,2572,1888,0
42,Pennsylvania,Number with 0 Population,0,0,0,0,0,1,0,0,15,68,61962,0,1,0,0
42,Pennsylvania,Median Population (Non-0),83938,2046,1476,0,0,1458,798,0,3678,1184,27,83938,1839,1089,0
42,Pennsylvania,Mean Population (Non-0),194070,4739,5603,0,0,5537,1838,0,3790,1287,47,194070,5055,3858,0
42,Pennsylvania,1st Decile (>0) Lowest Population,4547,7,5,,,3,11,,1,1,1,4547,3,5,
42,Pennsylvania,1st Decile (>0) Median Population,10764.5,326.5,146,,,141,83,,1542,616,4,10764.5,204,110,
42,Pennsylvania,1st Decile (>0) Highest Population,18136,498,223,,,214,133,,1923,697,6,18136,344,176,
42,Pennsylvania,2nd Decile Highest Population,38434,856,411,,,399,255,,2422,823,10,38434,623,329,
42,Pennsylvania,3rd Decile Highest Population,44492,1179,643,,,630,402,,2850,940,15,44492,953,504,
42,Pennsylvania,4th Decile Highest Population,59967,1540,962,,,945,568,,3262,1059,20,59967,1331,728,
42,Pennsylvania,5th Decile Highest Population,83938,2046,1476,,,1458,798,,3678,1184,26,83938,1840,1088,
42,Pennsylvania,6th Decile Highest Population,122822,2748,2185,,,2154,1144,,4053,1316,34,122822,2545,1550,
42,Pennsylvania,7th Decile Highest Population,168215,3983,3166,,,3120,1611,,4527,1482,46,168215,3676,2433,
